id|geometry:1|length
segment.8a1e7688082ffff-17BBFCF2910B2B2C|LINESTRING (24.0124621 49.8743302, 24.0124111 49.8742574, 24.012172 49.8739313)|48,99
segment.8b1e7689b889fff-17DBDEB71901C086|LINESTRING (24.0393034 49.7976233, 24.0392088 49.7976255)|6,79
segment.8a1e76883497fff-17BFFDF67D833845|LINESTRING (24.0126405 49.8392455, 24.0128265 49.8394692)|28,23
segment.891e7689917ffff-179B36CCAD7A7A6C|LINESTRING (24.0606934 49.8126864, 24.0609028 49.8127301, 24.0612595 49.8127915, 24.0614205 49.812811, 24.0616626 49.8128074, 24.0618984 49.8127947, 24.0620194 49.8128039, 24.0626631 49.8129216, 24.062689 49.8129262, 24.0637601 49.8131172)|226,80
segment.881e768a31fffff-1799AB664D7DB0B0|LINESTRING (24.018103 49.9003377, 24.0183714 49.9006511)|39,80
segment.891e7689923ffff-17FEF119978C01C3|LINESTRING (24.0719798 49.8075217, 24.0720914 49.807519, 24.0722866 49.8075119, 24.0728 49.8074933, 24.0733363 49.8074727, 24.0737445 49.8074948, 24.0739371 49.8075052, 24.0740215 49.8075117)|146,86
segment.8a1e76891967fff-179BC21DACD47849|LINESTRING (23.9754964 49.8423509, 23.9753623 49.8423454, 23.9747296 49.8423196)|55,10
segment.8b1e76134808fff-17BFB5504787245A|LINESTRING (24.0223741 49.7823772, 24.0222219 49.7824675)|14,84
segment.881e76892bfffff-17FCF6D984BD60B9|LINESTRING (23.9303778 49.82015, 23.9304341 49.8199977, 23.9310189 49.8200721, 23.9311463 49.8201509, 23.931216 49.8203023, 23.9313018 49.8205974, 23.9315218 49.8207271, 23.9316237 49.82094, 23.9313582 49.82155, 23.9312206 49.8215966)|251,54
segment.8d1e76881ad233f-17FE0BC798D32A4B|LINESTRING (24.0576996 49.8658188, 24.0577293 49.8658611)|5,16
segment.891e7688617ffff-17DFF1B018C6DBDC|LINESTRING (23.9809519 49.8705878, 23.9814645 49.870111, 23.9820589 49.8696824)|128,42
segment.8b1e76c6d62bfff-17BB730CAF51D6DB|LINESTRING (23.97551 49.7874475, 23.9754807 49.7871682)|31,13
segment.891e768d41bffff-179FC74A5901DA5A|LINESTRING (24.1598572 49.8423686, 24.1604161 49.8424039, 24.1609744 49.8424162, 24.1611058 49.8423954, 24.1613096 49.8422812, 24.1615888 49.8422261)|130,33
segment.871e7689affffff-17BDE6542000E01C|LINESTRING (24.003 49.7972168, 24.0031059 49.7979076)|77,19
segment.8b1e76899d30fff-17BBF9BFDBC1DF5B|LINESTRING (24.0437075 49.816026, 24.0438058 49.8162562, 24.0438462 49.816342)|36,52
segment.8a1e76136327fff-17DF9FF686ADF92E|LINESTRING (24.0137356 49.7587989, 24.0134484 49.7582676, 24.0133134 49.7582942)|72,71
segment.861e76887ffffff-17B9E7C00C918B9D|LINESTRING (24.0307198 49.8600126, 24.0306931 49.8600437, 24.0290245 49.8619716, 24.028978 49.8620225)|256,00
segment.891e768866bffff-17F9EAC365FBDED1|LINESTRING (23.9787474 49.8570161, 23.9786122 49.8567716, 23.9785652 49.856678)|39,80
segment.881e76898bfffff-17DBF6522A773AD4|LINESTRING (24.0357396 49.8193516, 24.0357281 49.8194996, 24.0357892 49.8197461, 24.0360046 49.8200193)|78,32
segment.8a1e768b2bb7fff-17DCF79D6CC70AB8|LINESTRING (23.9115638 49.8739305, 23.9120949 49.8744353)|67,82
segment.8b1e76883713fff-179BBFA80654F4DF|LINESTRING (24.0265176 49.8410858, 24.0265511 49.841127)|5,17
segment.871e768b5ffffff-17DEF5D79571818C|LINESTRING (23.9420642 49.9012973, 23.9422254 49.9012503, 23.9431509 49.9009801, 23.9439346 49.9006551, 23.9448336 49.9002487, 23.9450242 49.9001625, 23.9456298 49.899865)|302,10
segment.891e7689963ffff-17DE53C833465FE8|LINESTRING (24.0600152 49.802923, 24.0611267 49.8024464, 24.0614909 49.8022902, 24.0619667 49.8020762)|168,77
segment.8b1e76899395fff-179FDF86AC92FE56|LINESTRING (24.0658213 49.8068758, 24.0657838 49.8070178)|16,02
segment.8b1e7689d136fff-17DFDE4AB1660BB1|LINESTRING (24.0390104 49.8318629, 24.0391549 49.8318034)|12,30
segment.8a1e768a6587fff-17B960D6FBBD93A5|LINESTRING (23.9481957 49.9166827, 23.9481943 49.9164964, 23.9481937 49.9164126, 23.9482974 49.916431, 23.94846 49.9164624, 23.9485616 49.9165318, 23.9486021 49.9165862, 23.9486287 49.9166221, 23.9486651 49.9166904)|79,66
segment.8b1e7689190afff-17B9F9AFF411F6C2|LINESTRING (23.9715231 49.8403446, 23.9717982 49.8403522)|19,75
segment.8d1e7689885377f-17DBD18554A97534|LINESTRING (24.0272593 49.8176734, 24.0273369 49.8176867)|5,76
segment.871e76891ffffff-179FF8E07E46710D|LINESTRING (23.9704018 49.8251672, 23.9704585 49.8251909, 23.9704826 49.8252015, 23.9705491 49.8252268, 23.9708231 49.8253413, 23.9711914 49.825495, 23.9713567 49.825564, 23.97137 49.8255696, 23.9714241 49.8255922, 23.9715956 49.8256638, 23.9716142 49.8256689, 23.9716623 49.8256824, 23.9722573 49.8259249)|157,60
segment.8a1e7688251ffff-17F9721D90BC7B29|LINESTRING (23.9815718 49.8452182, 23.9816247 49.8450776, 23.9817613 49.8447151)|57,57
segment.8b1e76895318fff-17F9F250DBBCF2A4|LINESTRING (23.968501 49.8480355, 23.9687817 49.8480692)|20,47
segment.8b1e76882204fff-17FD9BF9FF8BCCD3|LINESTRING (24.0052871 49.8457486, 24.0053606 49.8457677, 24.0054459 49.8457859)|12,12
segment.871e76895ffffff-17DD70897D7D4D26|LINESTRING (23.9735521 49.8517155, 23.973695 49.8517712, 23.9738372 49.8517957, 23.9741121 49.8518078, 23.9743401 49.85183, 23.9753868 49.8519925)|136,00
segment.891e76126dbffff-17FA6B56A4BE7D32|LINESTRING (24.0577823 49.7945784, 24.0577688 49.7945913, 24.0576565 49.7946982, 24.0575373 49.7947803, 24.0572727 49.7949624)|56,37
segment.891e7688e07ffff-17FE360165F61DB3|LINESTRING (24.068679 49.8463315, 24.0686361 49.8464353, 24.0685449 49.8465373, 24.0684859 49.8466774, 24.0684376 49.8467691, 24.0684376 49.8468867, 24.0684376 49.8469351, 24.0684 49.8470458, 24.068341 49.8471392, 24.0682874 49.8472118, 24.0682552 49.8473173)|115,12
segment.8a1e7688010ffff-179B9AE2659BC06F|LINESTRING (24.0115907 49.868085, 24.0114649 49.8681753, 24.0113488 49.8682337)|24,05
segment.8b1e7613494dfff-17BFFD42C0CB99C8|LINESTRING (24.0254278 49.7852777, 24.0256786 49.7852802)|18,01
segment.881e7689abfffff-17BDB0EE23A8DBFF|LINESTRING (24.0205319 49.7972761, 24.0205223 49.797221, 24.0205011 49.7971135, 24.0204699 49.796978)|33,45
segment.881e768825fffff-179BFBBC7A83183E|LINESTRING (23.9793423 49.8426239, 23.9792417 49.842727, 23.9791939 49.8428083, 23.9791862 49.8428724, 23.9791182 49.8434165, 23.9789863 49.8444725, 23.9788849 49.845284, 23.978877 49.8453701)|308,98
segment.881e7689b3fffff-179A3074C3EA946A|LINESTRING (24.0526337 49.7876446, 24.0527328 49.7876081, 24.0527601 49.7875981, 24.052845 49.7875669, 24.0535191 49.7873193)|73,13
segment.8d1e7689e381aff-17FD7BFF34568026|LINESTRING (23.9988244 49.8095117, 23.9988177 49.8095251)|1,57
segment.8b1e7689e55efff-17BBD47B4810A773|LINESTRING (23.9827495 49.808987, 23.9825217 49.809022)|16,80
segment.891e768a64fffff-17BF1767DAC43B11|LINESTRING (23.9576266 49.9133207, 23.9575982 49.9142088, 23.9576063 49.9142641, 23.957625 49.9143246, 23.9576981 49.9144705)|128,86
segment.8a1e76899a07fff-17DF2B64757B5AA0|LINESTRING (24.0707593 49.8153675, 24.0705669 49.815042)|38,74
segment.891e761252fffff-17BEFF64A210BF4C|LINESTRING (24.1432509 49.8027833, 24.1443676 49.8026753, 24.1446394 49.8026771, 24.1450225 49.8027226, 24.1451289 49.8027221, 24.1451731 49.802717, 24.1452131 49.8027056, 24.1454656 49.8024928)|172,30
segment.8b1e7688ad09fff-17FBB16DB879BEE9|LINESTRING (24.0664406 49.8326865, 24.0665093 49.8326917, 24.0667232 49.832707)|20,40
segment.8a1e76883d37fff-17B9BCFE5B68E680|LINESTRING (24.0124345 49.8531919, 24.0123716 49.853255, 24.0122783 49.8537606)|64,96
segment.8a1e7689d4affff-17B9DCF8E875392A|LINESTRING (24.032029 49.8221396, 24.0320222 49.822188, 24.0320166 49.8222273, 24.0319429 49.8225613)|47,31
segment.871e768b3ffffff-17BD5413C3F07B81|LINESTRING (23.9507246 49.8684305, 23.9506777 49.8684029, 23.949219 49.8681303, 23.9490607 49.8681528, 23.9488802 49.8680654, 23.9487873 49.8679734, 23.9487209 49.8679413)|159,36
segment.871e76898ffffff-1799C2FBB9B0BD55|LINESTRING (24.029888 49.815742, 24.0296729 49.8158089, 24.0283927 49.816197, 24.0269661 49.8166294, 24.0264491 49.8167861, 24.0262359 49.8168515, 24.0261962 49.8168641, 24.0261556 49.8168756, 24.0261142 49.8168858, 24.0260722 49.8168947, 24.0260295 49.8169024, 24.0259864 49.8169088, 24.0259428 49.8169139, 24.0258989 49.8169177)|315,04
segment.8a1e7689d50ffff-17BBDFCE9019F622|LINESTRING (24.0334457 49.8258924, 24.033397 49.8258887, 24.033325 49.8258818, 24.0330421 49.8258621, 24.0329283 49.8256602)|53,04
segment.891e768832bffff-17B9FC692D4F73D9|LINESTRING (24.0372834 49.8409852, 24.0372475 49.8411579, 24.0372717 49.8412115, 24.0373253 49.8412392, 24.0377652 49.8412859, 24.0378617 49.8412738, 24.0379127 49.8412254, 24.038071 49.8407272, 24.0381246 49.8406891, 24.0382077 49.8406787, 24.0394229 49.8408794, 24.0395317 49.8408974, 24.0396629 49.8409191)|252,10
segment.871e7688cffffff-17FFE5D52A0A7F31|LINESTRING (24.0925013 49.8643677, 24.0948763 49.8643606, 24.0959308 49.8643575, 24.0959826 49.8643573, 24.0960629 49.8643618, 24.0961223 49.864372, 24.0961633 49.8643888, 24.0961886 49.8644131, 24.0962009 49.8644454, 24.0962026 49.8644868, 24.0961965 49.864538, 24.0961873 49.8646044, 24.0961786 49.8646852, 24.0961706 49.8647714, 24.0961637 49.864854, 24.0961583 49.8649241, 24.0961548 49.8649728, 24.0961536 49.8649909)|330,92
segment.881e76883dfffff-17FFF2664A9FC398|LINESTRING (24.0208971 49.852125, 24.0212634 49.8521171, 24.0213109 49.8521269)|29,85
segment.8a1e7689c8effff-17BDBA34E9481F6D|LINESTRING (24.011261 49.836081, 24.011129 49.8360265)|11,24
segment.8a1e768a2437fff-17BBFFDB4D6CD4DB|LINESTRING (23.9678201 49.898234, 23.9677995 49.8982763, 23.9677039 49.8984108, 23.9675659 49.8985909, 23.9674398 49.8987623)|64,80
segment.881e768b57fffff-1799C505F73B0BE5|LINESTRING (23.9510646 49.8958011, 23.9500639 49.8958094, 23.9491144 49.8958172)|139,70
segment.8c1e7689caad9ff-1799BC985C9C106A|LINESTRING (24.0187483 49.8333438, 24.0187269 49.8333187, 24.0187055 49.8332935)|6,38
segment.871e7688affffff-17FB51525240776B|LINESTRING (24.0847058 49.8228408, 24.0850727 49.8227366, 24.0854062 49.8226885, 24.0854814 49.8226897, 24.0858421 49.8226903, 24.0861046 49.822689, 24.0861323 49.8226881, 24.0867796 49.822656, 24.0868867 49.8226489, 24.0876235 49.8224598, 24.0876869 49.8224797)|221,61
segment.881e761345fffff-179D9FE90C5EF1A4|LINESTRING (24.0133648 49.7737201, 24.0138936 49.7737393, 24.0138807 49.7740333, 24.0138382 49.7740688, 24.0137872 49.7740871, 24.0134038 49.7740712, 24.0133502 49.7740687, 24.013282 49.7740655, 24.0132372 49.7740634, 24.0131816 49.7740608, 24.013018 49.774076, 24.012866 49.7741009)|146,63
segment.891e7688353ffff-17BBE5914ADF109B|LINESTRING (24.016529 49.8443487, 24.0164355 49.8443357, 24.0161279 49.8442929, 24.0151957 49.8441631, 24.0151679 49.8441592)|99,85
segment.881e76890bfffff-179DC7F8F911B7F0|LINESTRING (23.9534005 49.8357664, 23.951523 49.835974, 23.9507183 49.836064, 23.9500595 49.8361758, 23.9498071 49.8362033, 23.9495547 49.8362384, 23.9494053 49.8362872, 23.9493198 49.8363273, 23.9492821 49.8363828, 23.9492577 49.8364187)|311,61
segment.891e7689c37ffff-17DBF99B0ED2583E|LINESTRING (24.0237236 49.8301714, 24.0236302 49.8299737, 24.0235387 49.8297798, 24.0234672 49.8296284, 24.0235081 49.8295884, 24.0243226 49.829429, 24.0250083 49.8292949)|180,89
segment.861e7688fffffff-17DED35FC0403348|LINESTRING (24.1132095 49.8386561, 24.1132985 49.8376455)|112,55
segment.8c1e7689e5429ff-17FD742818179E1C|LINESTRING (23.9824719 49.809752, 23.9825331 49.8097213)|5,56
segment.891e768b38bffff-17DCE96AB86B2EE7|LINESTRING (23.9387959 49.8744539, 23.9387678 49.8743468)|12,08
segment.871e76d4dffffff-17BEDEE2483ED088|LINESTRING (23.8831839 49.8615575, 23.8811173 49.8621271, 23.8808948 49.862193)|178,66
segment.8b1e7689190afff-17F9FA0E862C9E14|LINESTRING (23.9718124 49.8405284, 23.9718186 49.8404436, 23.9717971 49.8403753)|17,19
segment.881e768919fffff-179BBC4BC4265859|LINESTRING (23.9729808 49.8404512, 23.972571 49.8409021, 23.9724515 49.8409544)|68,47
segment.891e76898c7ffff-17BDF87CC1A8D3DB|LINESTRING (24.0184212 49.8143872, 24.01616 49.8146506, 24.015668 49.814712)|200,82
segment.871e76135ffffff-179F38229BA39904|LINESTRING (24.0636184 49.7819996, 24.0636179 49.7819557, 24.0636116 49.7814521, 24.0617711 49.7814313, 24.0617669 49.7817346)|226,77
segment.8a1e76899c87fff-17D9FEA0B02F9E81|LINESTRING (24.0458094 49.8103643, 24.0457932 49.8103417, 24.0457652 49.8103057, 24.0457534 49.8102905, 24.0457377 49.8102703)|11,65
segment.8a1e76135c87fff-17BDF7161200AAA2|LINESTRING (24.0428737 49.7743792, 24.042496 49.7744617)|28,63
segment.891e7612e57ffff-17FAF42E55300DCB|LINESTRING (24.1539772 49.7685689, 24.15396 49.7686194, 24.1535644 49.768821, 24.1533834 49.7689061, 24.1531741 49.7689725, 24.1528496 49.7689647, 24.1524016 49.7690713, 24.1519604 49.7692454, 24.1517773 49.7692807)|183,23
segment.8a1e76895057fff-17FBF1846087BA02|LINESTRING (23.9616038 49.8488907, 23.9617044 49.8488378, 23.9617481 49.8488194, 23.9617999 49.8487395, 23.9617855 49.848352)|65,78
segment.881e76c653fffff-17BFD429BC31070D|LINESTRING (23.9029331 49.8141863, 23.9036447 49.8135076, 23.9042745 49.8129629, 23.9047886 49.8124589)|233,78
segment.891e7689887ffff-17BBD27C99FC41E3|LINESTRING (24.0274078 49.8176048, 24.0276803 49.8176283, 24.0279796 49.8176551)|41,40
segment.8b1e76882a8efff-179D844CB985037D|LINESTRING (24.0021723 49.850147, 24.0022714 49.8501154)|7,93
segment.891e7688273ffff-17D96B3AD683589B|LINESTRING (23.9919442 49.8438433, 23.9919624 49.8431231)|80,09
segment.881e768881fffff-17FA7749BDC0F518|LINESTRING (24.1030151 49.8465464, 24.1018153 49.8465113, 24.1013298 49.8464162, 24.1007719 49.846226, 24.1007344 49.8459285)|200,94
segment.871e7699affffff-17F9AD6F2EF0A9B5|LINESTRING (23.8984407 49.9259643, 23.900107 49.9251995, 23.9034962 49.9238491, 23.9036342 49.9237886, 23.9037164 49.9236342)|461,92
segment.8a1e7688198ffff-17BDF682FD5E94FD|LINESTRING (24.0422074 49.8722612, 24.0424446 49.8723011, 24.0426917 49.8723426)|35,87
segment.881e76c617fffff-17FA9FBC4F819067|LINESTRING (23.9041901 49.7879497, 23.9028554 49.7888016, 23.9027202 49.7888735, 23.9025632 49.7889282, 23.8997461 49.7893523)|367,78
segment.881e7689c7fffff-17DFBA11CC9409EC|LINESTRING (24.0114863 49.8202561, 24.0113595 49.8198553, 24.0112877 49.8196957, 24.0111741 49.8195497, 24.010704 49.8188474)|167,19
segment.8b1e7688e6cdfff-179A276267F5B872|LINESTRING (24.0692202 49.8357516, 24.069184 49.8356691, 24.0691632 49.8356457, 24.069127 49.8356224, 24.0690982 49.8356137, 24.0689979 49.8355709, 24.0689236 49.8355469, 24.0687689 49.8355287)|44,34
segment.891e7688e13ffff-179B15A77566FCE5|LINESTRING (24.0600904 49.8483441, 24.0605618 49.8483999, 24.0607223 49.8484597, 24.0608135 49.848522, 24.0610012 49.8485808, 24.0611442 49.8485954, 24.0614372 49.8485267, 24.0617108 49.8484852, 24.0621453 49.848506, 24.0624136 49.8485682, 24.062596 49.8487274, 24.0627515 49.8489003, 24.0628642 49.8490456, 24.062891 49.849184, 24.0628266 49.8494641, 24.0628616 49.8496099)|302,41
segment.881e7689bbfffff-17DBF0EF77D26A5A|LINESTRING (24.0465001 49.7991703, 24.0465349 49.7991521, 24.046615 49.799199, 24.0469369 49.799391)|42,43
segment.8b1e7689539efff-17FDFA67C63CB832|LINESTRING (23.9653929 49.8452816, 23.9654011 49.8453705, 23.9654094 49.8454607)|19,95
segment.8b1e7689d1adfff-17BFF2CFCC8CBBD4|LINESTRING (24.0408784 49.8298236, 24.0409896 49.8300013)|21,31
segment.881e761239fffff-17DFB9536CC909D8|LINESTRING (24.1282394 49.7825939, 24.1288835 49.7825162, 24.1290251 49.7823563, 24.1284305 49.7818992, 24.1290676 49.7810902, 24.129419 49.7807235)|282,77
segment.891e768984fffff-17D9A85A0423E01B|LINESTRING (24.0165495 49.8026617, 24.0166586 49.8027071, 24.0167544 49.802741, 24.0169041 49.8027933, 24.0170052 49.8028528, 24.0170886 49.8029032, 24.017158 49.8029596, 24.0172153 49.8030121, 24.0172786 49.8030634, 24.0173412 49.8032024, 24.017374 49.8032747, 24.0173526 49.8033475, 24.0173177 49.8034127, 24.0172619 49.8034995, 24.0172225 49.8035605, 24.0171542 49.8036409, 24.0170955 49.8036894, 24.0169856 49.8037051, 24.0169239 49.8037164, 24.0168407 49.8037233, 24.0167522 49.8037224, 24.0166306 49.8039586, 24.0165457 49.8040098, 24.0165031 49.8040335)|210,16
segment.891e7689bbbffff-17FBF48332C0A1F4|LINESTRING (24.0475905 49.7990028, 24.0477714 49.7989112, 24.0478785 49.798857, 24.0480106 49.7987901, 24.0481548 49.798717, 24.048311 49.7986379, 24.0484705 49.7985572, 24.0486212 49.7984809, 24.048406 49.7983093)|118,57
segment.8b1e7689b66cfff-179FF764C5C2B171|LINESTRING (24.0493763 49.7857943, 24.0493526 49.7859132)|13,33
segment.8a1e7688c19ffff-17FE7AE0D0AC7ED5|LINESTRING (24.0769805 49.8621504, 24.0770317 49.862561)|45,80
segment.881e768913fffff-17BFE653F55042E7|LINESTRING (23.9900335 49.8274568, 23.9900052 49.8271971, 23.9899322 49.8265347, 23.9899067 49.8263172, 23.9898668 49.8259502, 23.9898491 49.8258677)|177,21
segment.891e7689e7bffff-17BBFEFB91542DE0|LINESTRING (23.9872477 49.8051275, 23.9869844 49.8052642, 23.9868346 49.805416, 23.9868105 49.8054404, 23.9866708 49.8056115)|68,99
segment.8b1e7689178bfff-17BB3EBC0C15517E|LINESTRING (23.9736829 49.8222956, 23.9737276 49.8223137, 23.9737731 49.8223321)|7,64
segment.891e76c6803ffff-17DFFE4607FA1FE1|LINESTRING (23.9531749 49.7783548, 23.9532591 49.7783506, 23.9537232 49.778341, 23.9540532 49.778365, 23.9545794 49.7784331)|101,78
segment.8a1e7688e497fff-17F9F5FED5C6E384|LINESTRING (24.0487329 49.8379105, 24.0488505 49.8381)|22,70
segment.861e76887ffffff-17FF7BA19A28D094|LINESTRING (23.9912295 49.8590793, 23.9917856 49.8598019, 23.9914885 49.8601884, 23.991496 49.8604382, 23.9919659 49.860631, 23.9923952 49.8607484, 23.9925185 49.8608662, 23.9925506 49.8610668, 23.9927824 49.8611996, 23.9928189 49.8613642, 23.9929691 49.8616201, 23.9931706 49.8619309, 23.9932348 49.8620299)|397,55
segment.8a1e768836dffff-17D9FE3E477C70C9|LINESTRING (24.032349 49.8355901, 24.0324434 49.8355489, 24.0324873 49.8355201, 24.0325219 49.8354973, 24.0326575 49.8353857)|31,98
segment.891e768956bffff-17DB364DC4F0026A|LINESTRING (23.9576451 49.8376944, 23.9574113 49.837816, 23.9568351 49.8381157, 23.9567761 49.8380707, 23.9567019 49.8380165)|89,22
segment.881e761249fffff-17FEFCC731909E38|LINESTRING (24.0928452 49.8158533, 24.0927485 49.8158905, 24.0926795 49.815978, 24.0925089 49.8161551, 24.0924553 49.816223, 24.0922542 49.816392, 24.092101 49.8165641, 24.0919108 49.8167902, 24.0916466 49.8169865, 24.091576 49.8170024, 24.0914347 49.8170003, 24.0912661 49.8169592, 24.0912455 49.816946, 24.091186 49.8169081, 24.0911019 49.8168821, 24.0908595 49.8168862, 24.0906903 49.8169271, 24.0903315 49.8170297, 24.0899903 49.8171202, 24.0898073 49.8171682, 24.0896557 49.8172187, 24.089518 49.8173274, 24.0894656 49.8174296, 24.0894137 49.8174611, 24.0891554 49.817618, 24.0887752 49.8177801)|399,38
segment.881e768a63fffff-179B7285151D7A2D|LINESTRING (23.9774121 49.9222804, 23.9768206 49.9221927, 23.9761121 49.9221031, 23.9756325 49.9220391, 23.9750765 49.9219397, 23.9741175 49.9218789, 23.9731353 49.9218699)|310,83
segment.8b1e7688e780fff-17DEF0CD2472C4EF|LINESTRING (24.0598621 49.8386184, 24.0597883 49.8385799, 24.0597127 49.838491, 24.0597145 49.8384556)|22,02
segment.891e761263bffff-17DEE6E948E363BD|LINESTRING (24.0815166 49.7882673, 24.0816638 49.7883454, 24.0817818 49.7884007, 24.0820107 49.7884225, 24.0821251 49.788417, 24.0821816 49.7884504, 24.082274 49.7885359, 24.082347 49.7885337)|71,33
segment.891e7689477ffff-17FFFED6283832DA|LINESTRING (23.929524 49.844034, 23.9289237 49.8440582, 23.9285687 49.8440903, 23.928228 49.8441944, 23.9276278 49.8444377, 23.927359 49.8445275, 23.9271257 49.844588, 23.9268708 49.8446365, 23.9265411 49.8448674, 23.9265114 49.8449789, 23.9265563 49.8450903)|265,78
segment.881e7689c3fffff-17F9BFE7613D4E05|LINESTRING (24.0274766 49.8276708, 24.0272767 49.8277707, 24.0265728 49.8278592, 24.0264248 49.8280109, 24.0262421 49.8281462, 24.0259554 49.8282049, 24.0258154 49.828269)|143,35
segment.881e768a11fffff-17B9D55BA11847CF|LINESTRING (24.0364169 49.9186083, 24.0361295 49.918799, 24.0360838 49.9188398, 24.0362286 49.9190295, 24.03664 49.919417, 24.0372342 49.9200269, 24.037346 49.9201561, 24.0373104 49.9202509, 24.0371962 49.9203262, 24.0363276 49.9206352, 24.0357639 49.920869, 24.0351518 49.9211159, 24.0347379 49.9212778, 24.034042 49.9215475, 24.033491 49.9217438, 24.0328764 49.9219874, 24.0324299 49.9221688)|628,02
segment.891e7689283ffff-17FAF7E2E61441E9|LINESTRING (23.9186705 49.8216408, 23.9187066 49.8217329, 23.9187138 49.821773, 23.9183703 49.8225484, 23.9183012 49.8226969, 23.918248 49.822771, 23.9182261 49.8228058, 23.9181988 49.8228388)|139,38
segment.8a1e7689d577fff-179BF1C11130438F|LINESTRING (24.0338105 49.8269881, 24.0338178 49.827002, 24.0338443 49.8270201, 24.0339342 49.8270266, 24.0339699 49.8270153, 24.0340077 49.8269327, 24.0340217 49.8269021, 24.0340439 49.8268499)|32,88
segment.891e7689c4fffff-17D9A435561BB3E0|LINESTRING (24.0017394 49.8216439, 24.0026296 49.8214924)|66,05
segment.891e768950fffff-179D5FD7C183FC8C|LINESTRING (23.960379 49.8456288, 23.9611688 49.8464575, 23.9612887 49.8465833, 23.9613089 49.8467116, 23.9613268 49.8467421, 23.9613431 49.8467697, 23.9613611 49.8467866, 23.9614895 49.8469598, 23.9615595 49.8473749)|215,88
segment.8a1e76881917fff-17B9F23FD64DE213|LINESTRING (24.0408908 49.874588, 24.0405165 49.8745334)|27,50
segment.8c1e7689a329dff-17F9ABF2E6A744AE|LINESTRING (24.0184649 49.7941911, 24.0184629 49.7941629, 24.0184595 49.7941149)|8,48
segment.8a1e76892ca7fff-17DC9922A05FBCE0|LINESTRING (23.9064657 49.8156992, 23.905529 49.8162504, 23.9053314 49.8163666)|110,14
segment.891e768b45bffff-17B87F8E7647BE9B|LINESTRING (23.8946387 49.9005209, 23.8948292 49.9005174, 23.8950169 49.9004881, 23.8952127 49.900469, 23.895328 49.9004017, 23.8953817 49.9002859, 23.8953978 49.9001529, 23.8955373 49.900044, 23.8958162 49.8998747, 23.8960013 49.8997693, 23.8960844 49.8996553, 23.8961158 49.8996123)|161,21
segment.881e768987fffff-179DF58DD596CBCA|LINESTRING (24.0227945 49.8017508, 24.0225954 49.8017742, 24.0219987 49.8018483)|58,13
segment.881e76889bfffff-17BEFA890BA685B3|LINESTRING (24.1442227 49.845905, 24.1435719 49.8460197, 24.1429692 49.846093, 24.1426086 49.8461267, 24.142022 49.8461572, 24.1413631 49.8461944, 24.1405709 49.8462292)|265,04
segment.891e76130d7ffff-17B9F41466645587|LINESTRING (24.0282279 49.760775, 24.0282604 49.7610886, 24.0285171 49.7618009)|116,27
segment.881e7689d5fffff-179DE7E24070A06C|LINESTRING (24.0303519 49.8225451, 24.0303381 49.8225539, 24.030267 49.8225929, 24.0301298 49.8225174, 24.0300236 49.8225687, 24.0299928 49.8225892, 24.0299607 49.8226096, 24.0295753 49.8228742, 24.0294672 49.8228073)|88,07
segment.891e761250bffff-179BF5F602517F2F|LINESTRING (24.128844 49.8049298, 24.1277267 49.8051942, 24.1267195 49.8054571, 24.1259967 49.8056175)|218,22
segment.881e768929fffff-17DCB526749CA59F|LINESTRING (23.9166236 49.8222455, 23.9173639 49.8223794, 23.9181234 49.8225168)|111,74
segment.8b1e76899129fff-17DA71A3A2D1F48B|LINESTRING (24.0599874 49.8135689, 24.0601191 49.8135499, 24.0602424 49.8135542)|18,54
segment.8a1e7613030ffff-17FFF9107E005307|LINESTRING (24.0500817 49.7554609, 24.0500157 49.7558601)|44,64
segment.8b1e76885b26fff-179BDB753D361816|LINESTRING (24.0380102 49.8917789, 24.0379388 49.8918777, 24.0378579 49.8919672, 24.0378557 49.891971, 24.0378532 49.8920197)|29,50
segment.8b1e7689e6b0fff-17B9F178F3F4621C|LINESTRING (23.9878562 49.8022983, 23.9879936 49.8022729, 23.9880572 49.8022611)|15,01
segment.8b1e768a3735fff-17FF9E8A436F3903|LINESTRING (24.01279 49.8973851, 24.0131499 49.8974548)|26,92
segment.8a1e7689d46ffff-17DFE1650B406B2E|LINESTRING (24.0403708 49.8246907, 24.0403656 49.8247331, 24.0403363 49.824972)|31,38
segment.8a1e768b3d27fff-17B9FF603D1DC73D|LINESTRING (23.9278424 49.874385, 23.9283885 49.8743548)|39,28
segment.8a1e76883037fff-17D9FFC2727ADF0B|LINESTRING (24.026757 49.8477701, 24.026677 49.8477678, 24.0263965 49.8477798)|25,90
segment.8a1e7612018ffff-17FF83804BB9F27A|LINESTRING (24.1067637 49.7901021, 24.1067765 49.7903543, 24.1067097 49.790384, 24.1067097 49.790473)|43,78
segment.891e76d49bbffff-17FB7C0D529E54E7|LINESTRING (23.8937332 49.8568534, 23.894239 49.8568209)|36,44
segment.891e768b193ffff-179D9873F45D39F5|LINESTRING (23.9578323 49.8952037, 23.9582634 49.895201)|30,88
segment.8c1e76883474bff-17FFF1AC10E4181B|LINESTRING (24.0207434 49.8431143, 24.0208196 49.8431247, 24.0208695 49.8431321)|9,26
